abstract,study_type,year,url,title
"Post-stroke spasticity impedes patients' rehabilitation progress. Contradictory evidence has been reported in using Botulinum Neurotoxin type A (BoNT-A) to manage post-stroke lower extremity spasticity (PLES); furthermore, an optimum dose of BoNT-A for PLES has not yet been established. Therefore, we conducted a systematic review and meta-analysis of randomized controlled trials (RCTs) to identify the efficacy and optimal dose of BoNT-A on PLES. ""Meta"" and ""Metafor"" packages in R were used to analyze the data. Hedges' g statistic and random effect model were used to calculate and pool effect sizes. Twelve RCTs met the eligibility criteria. Muscle tone significantly improved in week four, week eight, and maintained to week twelve after BoNT-A injection. Improvements in functional outcomes were found, some inconsistencies among included studies were noticed. Dosage analysis from eight studies using Botox® and three studies using Dysport® indicated that the optimum dose for the commonest pattern of PLES (spastic plantar flexors) is medium-dose (approximately 300U Botox® or 1000 U Dysport®). BoNT-A should be regarded as part of a rehabilitation program for PLES. Furthermore, an optimal rehabilitation program combined with BoNT-A management needs to be established. Further studies should also focus on functional improvement by BoNT-A management in the early stage of stroke.",systematic_review,2021,https://pmc.ncbi.nlm.nih.gov/articles/PMC8234518/,Efficacy and Optimal Dose of Botulinum Toxin A in Post-Stroke Lower Extremity Spasticity: A Systematic Review and Meta-Analysis
"Background: Major depressive disorder (MDD) is a serious mental disorder that represents a substantial public health problem. Several trials have been undertaken to investigate the role of botulinum toxin type A (BTX-A) in the treatment of MDD, but the conclusions were controversial. To examine the efficacy and safety of BTX-A vs. placebo on patients with a clinical diagnosis of MDD, we conducted this systematic review and meta-analysis. Methods: A systematic search was conducted for all relevant randomized controlled trials (RCTs) in PubMed and Web of Science from inception to June 17, 2020. All published studies that investigated the efficacy and safety of BTX-A injections on patients with a clinical diagnosis of MDD were included. The overall effect size was summarized using a random-effects meta-analysis model. The primary outcomes of the present meta-analysis were the changes in depressive rating scale at week 6 after BTX-A injection compared with placebo. The safety of BTX-A injections also was assessed. Results: Five RCTs with a total of 417 participants (189 patients in the BTX-A group, 228 patients in placebo group) were eligible in this meta-analysis. The results indicated an overall positive effect of BTX-A injections for reducing the depressive symptoms of patients with MDD (Hedges' g, −0.82; 95% CI, −1.38 to −0.27) with large effect size. Differences are likely explained by the dose of BTX-As and the gender of the participants. Our findings also highlighted that BTX-A injections were generally well-tolerated, with only mild and temporary adverse events reported. Conclusions: The present meta-analysis provides evidence that BTX-A injections are associated with a statistically significant improvement in depressive symptoms. BTX-A injections are generally safe and may provide a new, alternative option for the treatment of depression.",systematic_review,2020,https://pmc.ncbi.nlm.nih.gov/articles/PMC7746677/,Efficacy and Safety of Botulinum Toxin vs. Placebo in Depression: A Systematic Review and Meta-Analysis of Randomized Controlled Trials
"Major depressive disorder (MDD) is a serious mental disorder that represents a substantial public health problem. Several trials have been undertaken to investigate the role of botulinum toxin type A (BTX-A) in the treatment of MDD, but the conclusions were controversial. To examine the efficacy and safety of BTX-A vs. placebo on patients with a clinical diagnosis of MDD, we conducted this systematic review and meta-analysis. A systematic search was conducted for all relevant randomized controlled trials (RCTs) in PubMed and Web of Science from inception to June 17, 2020. The results indicated an overall positive effect of BTX-A injections for reducing the depressive symptoms of patients with MDD with large effect size. The present meta-analysis provides evidence that BTX-A injections are associated with a statistically significant improvement in depressive symptoms. BTX-A injections are generally safe and may provide a new, alternative option for the treatment of depression.",systematic_review,2020,https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2020.603087/full,Efficacy and Safety of Botulinum Toxin vs. Placebo in Depression: A Systematic Review and Meta-Analysis of Randomized Controlled Trials
"The purpose of this article is to systematically review the use, efficacy, differences between botulinum toxin type A doses and side effects of botulinum toxin type A therapy in patients with trigeminal neuralgia.",systematic_review,2020,https://pmc.ncbi.nlm.nih.gov/articles/PMC7393930/,The Use of Botulinum Toxin A in the Management of Trigeminal Neuralgia: a Systematic Literature Review
"Background: Substantial evidence suggests that cognitive deficits might persist after remission of a major depressive episode. However, results are inconsistent relative to the importance, pattern, severity, and moderating factors of this impairment. We aimed to determine how cognitive function following a major depressive episode compares with normal function, to specify the pattern and severity of persistent cognitive dysfunctions, and to examine the potential moderator effect of ten prespecified clinical and demographic variables. Methods: We did a systematic review and meta-analysis of the published research. We searched systematically MEDLINE, Embase, PsycARTICLES, PsycINFO, the Cochrane Library, and relevant reviews identified by our database search, for research published from Jan 1, 1972, up to Jan 31, 2018, for studies of patients with past depression. We included all independent studies of patients who were assessed while in remission from a major depressive episode with at least one cognitive test, with inclusion of a healthy control group assessed with either the same test(s) as the major depressive episode group or with a standardised test with published age-stratified normative data. The main outcome was the difference in cognitive performance between major depressive episode remitters and healthy controls. Effect sizes were calculated using random-effects models for cognitive outcomes classified into 18 standard domains. Moderators of between-study variability were assessed using mixed-effects subgroup analyses and meta-regressions. Findings: Of 10 126 citations identified by our search, 75 cognitive variables from 252 eligible studies (11 882 major depressive episode remitters and 8533 healthy controls) were included in our meta-analysis. Significant deficits following major depressive episode remission were observed in 55 (73%) of the 75 cognitive variables. These deficits (in the domains of processing speed, visual selective attention, working memory, verbal learning, and executive functioning), were generally small (30 [40%] of the 75 variables) or medium (22 [29%]) in size, although three long-term memory variables showed large deficits: g=-0·81 [95% CI -1·01 to -0·61] for logical memory immediate recall, g=-0·88 [-1·19 to -0·57] for logical memory delayed recall, and g=-0·84 [-1·18 to -0·50] for Cambridge Neuropsychological Test Automated Battery pattern recognition latency. Auditory attention, general autobiographical memory, inhibition ability unconstrained by speed, and intellectual functioning unconstrained by speed were equivalent between major depressive episode remitters and matched controls. The number of previous depressive episodes explained heterogeneity in the majority of variables (z=-2·06 [p=0·039] to z=-4·26 [p<0·0001]). Interpretation: Deficits in selective attention, working memory, and long-term memory persist in remission from a major depressive episode and worsen with repeated episodes. Depression treatments, including relapse prevention, need to target these cognitive functions to optimise prognosis.",systematic_review,2019,https://pubmed.ncbi.nlm.nih.gov/31422920/,Cognitive function following a major depressive episode: a systematic review and meta-analysis
"Background: Major depressive disorder is one of the most common, burdensome, and costly psychiatric disorders worldwide in adults. Pharmacological and non-pharmacological treatments are available; however, because of inadequate resources, antidepressants are used more frequently than psychological interventions. Prescription of these agents should be informed by the best available evidence. Therefore, we aimed to update and expand our previous work to compare and rank antidepressants for the acute treatment of adults with unipolar major depressive disorder. Methods: We did a systematic review and network meta-analysis. We searched Cochrane Central Register of Controlled Trials, CINAHL, Embase, LILACS database, MEDLINE, MEDLINE In-Process, PsycINFO, the websites of regulatory agencies, and international registers for published and unpublished, double-blind, randomised controlled trials from their inception to Jan 8, 2016. We included placebo-controlled and head-to-head trials of 21 antidepressants used for the acute treatment of adults (≥18 years old and of both sexes) with major depressive disorder diagnosed according to standard operationalised criteria. We excluded quasi-randomised trials and trials that were incomplete or included 20% or more of participants with bipolar disorder, psychotic depression, or treatment-resistant depression; or patients with a serious concomitant medical illness. We extracted data following a predefined hierarchy. In network meta-analysis, we used group-level data. We assessed the studies' risk of bias in accordance to the Cochrane Handbook for Systematic Reviews of Interventions, and certainty of evidence using the Grading of Recommendations Assessment, Development and Evaluation framework. Primary outcomes were efficacy (response rate) and acceptability (treatment discontinuations due to any cause). We estimated summary odds ratios (ORs) using pairwise and network meta-analysis with random effects. This study is registered with PROSPERO, number CRD42012002291. Findings: We identified 28 552 citations and of these included 522 trials comprising 116 477 participants. In terms of efficacy, all antidepressants were more effective than placebo, with ORs ranging between 2·13 (95% credible interval [CrI] 1·89-2·41) for amitriptyline and 1·37 (1·16-1·63) for reboxetine. For acceptability, only agomelatine (OR 0·84, 95% CrI 0·72-0·97) and fluoxetine (0·88, 0·80-0·96) were associated with fewer dropouts than placebo, whereas clomipramine was worse than placebo (1·30, 1·01-1·68). When all trials were considered, differences in ORs between antidepressants ranged from 1·15 to 1·55 for efficacy and from 0·64 to 0·83 for acceptability, with wide CrIs on most of the comparative analyses. In head-to-head studies, agomelatine, amitriptyline, escitalopram, mirtazapine, paroxetine, venlafaxine, and vortioxetine were more effective than other antidepressants (range of ORs 1·19-1·96), whereas fluoxetine, fluvoxamine, reboxetine, and trazodone were the least efficacious drugs (0·51-0·84). For acceptability, agomelatine, citalopram, escitalopram, fluoxetine, sertraline, and vortioxetine were more tolerable than other antidepressants (range of ORs 0·43-0·77), whereas amitriptyline, clomipramine, duloxetine, fluvoxamine, reboxetine, trazodone, and venlafaxine had the highest dropout rates (1·30-2·32). 46 (9%) of 522 trials were rated as high risk of bias, 380 (73%) trials as moderate, and 96 (18%) as low; and the certainty of evidence was moderate to very low. Interpretation: All antidepressants were more efficacious than placebo in adults with major depressive disorder. Smaller differences between active drugs were found when placebo-controlled trials were included in the analysis, whereas there was more variability in efficacy and acceptability in head-to-head trials. These results should serve evidence-based practice and inform patients, physicians, guideline developers, and policy makers on the relative merits of the different antidepressants.",systematic_review,2018,https://pubmed.ncbi.nlm.nih.gov/29477251/,Comparative efficacy and acceptability of 21 antidepressant drugs for the acute treatment of adults with major depressive disorder: a systematic review and network meta-analysis
"Objective: The goal of this review was to consolidate the evidence concerning the efficacy of botulinum toxin type A (onabotulinumtoxinA) in depression. Methods: We searched MEDLINE, EMBASE, Cochrane, and Scopus through May 5, 2014, for studies evaluating the efficacy of botulinum toxin A in depression. Only randomized controlled trials were included in the meta-analysis. A pooled mean difference in primary depression score, and pooled odds ratio for response and remission rate with 95% confidence interval (CI) were estimated using the random-effects model. Heterogeneity was assessed using Cochran Q test and χ statistic. Results: Of the 639 articles that were initially retrieved, 5 studies enrolling 194 subjects (age 49±9.6 y) were included in the systematic review, and 3 randomized controlled trials enrolling 134 subjects were included in the meta-analysis. The meta-analysis showed a significant decrease in mean primary depression scores among patients who received botulinum toxin A compared with placebo (-9.80; 95% CI, -12.90 to -6.69) with modest heterogeneity between the studies (Cochran Q test, χ=70). Response and remission rates were 8.3 and 4.6 times higher, respectively, among patients receiving botulinum toxin A compared with placebo, with no heterogeneity between the studies. The 2 studies excluded from the meta-analysis also found a significant decrease in primary depression scores in patients after receiving botulinum toxin A. A few subjects had minor side effects, which were similar between the groups receiving botulinum toxin and those receiving placebo. Conclusions: This study suggests that botulinum toxin A can produce significant improvement in depressive symptoms and is a safe adjunctive treatment for patients receiving pharmacotherapy for depression. Future trials are needed to evaluate the antidepressant effect per se of botulinum toxin A and to further elucidate the underlying antidepressant mechanism of botulinum toxin A.",systematic_review,2016,https://pubmed.ncbi.nlm.nih.gov/27138078/,Role of Botulinum Toxin in Depression
"Botulinum neurotoxins (BoNTs) are categorised into immunologically distinct serotypes BoNT/A to /G). Each serotype can also be further divided into subtypes based on differences in amino acid sequence. BoNTs are ~150 kDa proteins comprised of three major functional domains: an N-terminal zinc metalloprotease light chain (LC), a translocation domain (HN), and a binding domain (HC). The HC is responsible for targeting the BoNT to the neuronal cell membrane, and each serotype has evolved to bind via different mechanisms to different target receptors. Most structural characterisations to date have focussed on the first identified subtype within each serotype (e.g., BoNT/A1). Subtype differences within BoNT serotypes can affect intoxication, displaying different botulism symptoms in vivo, and less emphasis has been placed on investigating these variants. This review outlines the receptors for each BoNT serotype and describes the basis for the highly specific targeting of neuronal cell membranes. Understanding receptor binding is of vital importance, not only for the generation of novel therapeutics but also for understanding how best to protect from intoxication.",literature_review,,https://pubmed.ncbi.nlm.nih.gov/30347838/,Variations in the Botulinum Neurotoxin Binding Domain and the Potential for Novel Therapeutics
"Importance: Approximately 9% of US adults experience major depression each year, with a lifetime prevalence of approximately 17% for men and 30% for women. Observations: Major depression is defined by depressed mood, loss of interest in activities, and associated psychological and somatic symptoms lasting at least 2 weeks. Evaluation should include structured assessment of severity as well as risk of self-harm, suspected bipolar disorder, psychotic symptoms, substance use, and co-occurring anxiety disorder. First-line treatments include specific psychotherapies and antidepressant medications. A network meta-analysis of randomized clinical trials reported cognitive therapy, behavioral activation, problem-solving therapy, interpersonal therapy, brief psychodynamic therapy, and mindfulness-based psychotherapy all had at least medium-sized effects in symptom improvement over usual care without psychotherapy (standardized mean difference [SMD] ranging from 0.50 [95% CI, 0.20-0.81] to 0.73 [95% CI, 0.52-0.95]). A network meta-analysis of randomized clinical trials reported 21 antidepressant medications all had small- to medium-sized effects in symptom improvement over placebo (SMD ranging from 0.23 [95% CI, 0.19-0.28] for fluoxetine to 0.48 [95% CI, 0.41-0.55] for amitriptyline). Psychotherapy combined with antidepressant medication may be preferred, especially for more severe or chronic depression. A network meta-analysis of randomized clinical trials reported greater symptom improvement with combined treatment than with psychotherapy alone (SMD, 0.30 [95% CI, 0.14-0.45]) or medication alone (SMD, 0.33 [95% CI, 0.20-0.47]). When initial antidepressant medication is not effective, second-line medication treatment includes changing antidepressant medication, adding a second antidepressant, or augmenting with a nonantidepressant medication, which have approximately equal likelihood of success based on a network meta-analysis. Collaborative care programs, including systematic follow-up and outcome assessment, improve treatment effectiveness, with 1 meta-analysis reporting significantly greater symptom improvement compared with usual care (SMD, 0.42 [95% CI, 0.23-0.61]). Conclusions and relevance: Effective first-line depression treatments include specific forms of psychotherapy and more than 20 antidepressant medications. Close monitoring significantly improves the likelihood of treatment success.",literature_review,2024,https://pubmed.ncbi.nlm.nih.gov/38856993/,Management of Depression in Adults: A Review - PubMed
"Multiple randomized double-blind placebo-controlled trials have shown that botulinum toxin A (BoNT/A), when injected into the frown musculature, is an antidepressant. This review outlines the conceptual narrative behind this treatment modality, starting with theory developed by Charles Darwin. We develop the concept of emotional proprioception and discuss how the muscles of facial expression play an important role in relaying valenced information to the brain's emotional neuroanatomical circuit. We review the role of facial frown musculature as the brain's barometer and transmitter of negatively valanced emotional information. The direct connections between the corrugator muscles and the amygdala are reviewed, and these provide a neuroanatomical circuit that is a logical target for treatment with BoNT/A. The centrality of amygdala dysfunction in the pathogenesis of many psychiatric disorders, and the evidence that BoNT/A modulates amygdala activity, provides the mechanistic link between BoNT/A and its antidepressant activity. Animal models of BoNT/A's antidepressant effects confirm the evolutionary conservation of this emotional circuit. The clinical and theoretical implications of this evidence, as it relates to the potential treatment of a broad range of psychiatric disorders by BoNT/A, is discussed. The ease of administration, long duration, and favorable side effect profile of this therapy is reviewed in the context of existing antidepressant treatments.",literature_review,2023,https://pubmed.ncbi.nlm.nih.gov/37235370/,Botulinum Toxin Treatment for Depression: A New Paradigm for Psychiatry
"When adjunct therapies are needed to treat major depressive disorder, botulinum toxin may be a suitable alternative - especially for female patients and those with treatment-resistant MDD.",literature_review,2022,https://www.medcentral.com/behavioral-mental/depression/botulinum-toxin-for-major-depression,Botulinum Toxin as a Depresssion Treatment: What's New? - MedCentral
"Botulinum neurotoxin A (BoNT-A) injection is the most widely performed aesthetic procedure and a first-line therapeutic option for various medical conditions. The potential for BoNT-A immunoresistance and secondary nonresponse related to neutralizing antibody (NAb) formation warrants attention as the range of BoNT-A aesthetic applications continues to expand. An international multidisciplinary panel reviewed published evidence on BoNT-A immunoresistance in aesthetic and therapeutic applications and discussed best practices integrating clinical, ethical, and aesthetic considerations. Consensus statements relating to awareness, assessment, and management of the risk of NAb-related secondary nonresponse in aesthetic practice were developed.",literature_review,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9208887/,Emerging Trends in Botulinum Neurotoxin A Resistance: An International Multidisciplinary Review and Consensus
"Polymyalgia rheumatica (PMR) is the most common inflammatory rheumatic disease affecting people older than 50 years and is 2-3 times more common in women. The most common symptoms are pain and morning stiffness in the shoulder and pelvic girdle and the onset may be acute or develop over a few days to weeks. General symptoms such as fatigue, fever and weight loss may occur, likely driven by systemic IL-6 signalling. The pathology includes synovial and periarticular inflammation and muscular vasculopathy. A new observation is that PMR may appear as a side effect of cancer treatment with checkpoint inhibitors. The diagnosis of PMR relies mainly on symptoms and signs combined with laboratory markers of inflammation. Imaging modalities including ultrasound, magnetic resonance imaging and positron emission tomography with computed tomography are promising new tools in the investigation of suspected PMR. However, they are still limited by availability, high cost and unclear performance in the diagnostic workup. Glucocorticoid (GC) therapy is effective in PMR, with most patients responding promptly to 15-25 mg prednisolone per day. There are challenges in the management of patients with PMR as relapses do occur and patients with PMR may need to stay on GC for extended periods. This is associated with high rates of GC-related comorbidities, such as diabetes and osteoporosis, and there are limited data on the use of disease-modifying antirheumatic drugs and biologics as GC sparing agents. Finally, PMR is associated with giant cell arteritis that may complicate the disease course and require more intense and prolonged treatment.",literature_review,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9796644/,An update on polymyalgia rheumatica - PMC
"Depression is one of the most common mental disorders, which causes global burden. Antidepressants and psychotherapies are the mainstay of treatment for depression, which have limited efficacy. Thus, alternative approaches for preventing and treating depression are urgently required. Recent clinical trials and preclinical researches have clarified that peripheral facial injection of botulinum neurotoxin type A (BoNT/A) is a rapid, effective and relative safe therapy for improving some symptoms of depression. Despite its safety and efficacy, the underlying therapeutic mechanisms of BoNT/A for depression remains largely unclear. In the present review, we updated and summarized the clinical and preclinical evidence supporting BoNT/A therapy for the treatment of depression. We further discussed the potential mechanisms underlying therapeutic effects of BoNT/A on depression. Notably, we recently identified that the anti-depressant effects of BoNT/A associated with up-regulation of 5-HT levels and brain-derived neurotrophic factor (BDNF) expression in the hippocampus in a preclinical mouse model. In summary, these studies suggest that BoNT/A therapy is a potential effective and safe intervention for the management of depression. However, fundamental questions remain regarding the future prospects of BoNT/A therapy, including safety, efficacy, dose-response relationships, identification of potential predictors of response, and the precise mechanisms underlying BoNT/A therapy.",literature_review,2021,https://pmc.ncbi.nlm.nih.gov/articles/PMC8102733/,Botulinum Neurotoxin Therapy for Depression: Therapeutic Mechanisms and Future Perspective
"A series of clinical studies have shown that botulinum toxin can treat major depression. Subjects suffering from unipolar depression may experience a quick, strong, and sustained improvement in the symptoms of depression after a single glabellar treatment with botulinum toxin. Preliminary data suggest that botulinum toxin therapy may also be effective in the treatment of other mental disorders characterized by an excess of negative emotions, such as borderline personality disorder. The mood-lifting effect of botulinum toxin therapy is probably mediated by the interruption of a proprioceptive feedback loop from the facial musculature to the emotional brain.",literature_review,2021,https://pubmed.ncbi.nlm.nih.gov/31691857/,The Use of Botulinum Toxin for Treatment of Depression
"Botulinum toxin (BTX) treatment of glabellar frown lines is one of the most common procedures in aesthetic medicine. In addition to its cosmetic effect, the neurotoxin has been shown to have a positive influence on mood and affect. Several randomized clinical trials (RCTs) have examined the effect of botulinum toxin on the treatment of depression. Combining the results of the five RCTs in a random effects meta-analysis revealed that patients treated with BTX showed a more intense improvement of depressive symptoms in comparison to subjects that received placebo injections (d = 0.98). Despite methodological limitations, the results of this study emphasize the effectiveness of BTX in the treatment of depression and therefore pave the way for its use in the field of psychiatry.",literature_review,2021,https://pubmed.ncbi.nlm.nih.gov/33578275/,Botulinum toxin for the management of depression: An updated review of the evidence and meta-analysis
"Botulinum neurotoxins (BoNTs) are proteins produced by bacteria of the Clostridium family. Upon oral ingestion, BoNT causes the neuroparalytic syndrome botulism. There are seven serotypes of BoNT (serotypes A-G); BoNT-A and BoNT-B are the botulinum toxin serotypes utilized for therapeutic applications. Treatment with BoNT injections is used to manage chronic medical conditions across multiple indications. As with other biologic drugs, immunogenicity after long-term treatment with BoNT formulations may occur, and repeated use can elicit antibody formation leading to clinical nonresponsiveness. Thus, approaching BoNT treatment of chronic conditions with therapeutic formulations that minimize stimulating the host immune response while balancing patient responsiveness to therapy is ideal. Immunogenicity is a clinical limitation in many settings that use biologic drugs for treatment, and clinically relevant immunogenicity reduction has been achieved through engineering smaller protein constructs and reducing unnecessary formulation components. A similar approach has influenced the evolution of BoNT formulations. Three BoNT-A products and one BoNT-B product have been approved by the Food and Drug Administration (FDA) for therapeutic use: onabotulinumtoxinA, abobotulinumtoxinA, incobotulinumtoxinA, and rimabotulinumtoxinB; a fourth BoNT-A product, daxibotulinumtoxinA, is currently under regulatory review. Additionally, prabotulinumtoxinA is a BoNT-A product that has been approved for aesthetic indications but not therapeutic use. Here, we discuss the preclinical and clinical immunogenicity data that exist within the scientific literature and provide a perspective for considering immunogenicity as a key factor in choice of BoNT formulation.",literature_review,2021,https://pubmed.ncbi.nlm.nih.gov/34515975/,Immunogenicity of Botulinum Toxin Formulations: Potential Therapeutic Implications
"Depression is a prevalent psychiatric disorder that often leads to poor quality of life and impaired functioning. Treatment during the acute phase of a major depressive episode aims to help the patient reach a remission state and eventually return to their baseline level of functioning. Pharmacotherapy, especially selective serotonin reuptake inhibitors antidepressants, remains the most frequent option for treating depression during the acute phase, while other promising pharmacological options are still competing for the attention of practitioners. Depression-focused psychotherapy is the second most common option for helping patients overcome the acute phase, maintain remission, and prevent relapses. Electroconvulsive therapy is the most effective somatic therapy for depression in some specific situations; meanwhile, other methods have limits, and their specific indications are still being studied. Combining medications, psychotherapy, and somatic therapies remains the most effective way to manage resistant forms of depression.",literature_review,2021,https://pmc.ncbi.nlm.nih.gov/articles/PMC8610877/,Major depressive disorder: Validated treatments and future challenges
"Depression is one of the leading causes of disability, and, if left unmanaged, it can increase the risk for suicide. The evidence base on the determinants of depression is fragmented, which makes the interpretation of the results across studies difficult. The objective of this study is to conduct a thorough synthesis of the literature assessing the biological, psychological, and social determinants of depression in order to piece together the puzzle of the key factors that are related to this condition. Titles and abstracts published between 2017 and 2020 were identified in PubMed, as well as Medline, Scopus, and PsycInfo. Key words relating to biological, social, and psychological determinants as well as depression were applied to the databases, and the screening and data charting of the documents took place. We included 470 documents in this literature review. The findings showed that there are a plethora of risk and protective factors (relating to biological, psychological, and social determinants) that are related to depression; these determinants are interlinked and influence depression outcomes through a web of causation. In this paper, we describe and present the vast, fragmented, and complex literature related to this topic. This review may be used to guide practice, public health efforts, policy, and research related to mental health and, specifically, depression.",literature_review,2021,https://pubmed.ncbi.nlm.nih.gov/34942936/,"Biological, Psychological, and Social Determinants of Depression: A Review of Recent Literature"
"Depression is the most prevalent psychiatric disorder in the world, affecting 4.4% of the global population. Despite an array of treatment modalities, depressive disorders remain difficult to manage due to many factors. Beginning with the introduction of fluoxetine to the United States in 1988, selective serotonin reuptake inhibitors (SSRIs) quickly became a mainstay of treatment for a variety of psychiatric disorders. The primary mechanism of action of SSRIs is to inhibit presynaptic reuptake of serotonin at the serotonin transporter, subsequently increasing serotonin at the postsynaptic membrane in the serotonergic synapse. The six major SSRIs that are marketed in the USA today, fluoxetine, citalopram, escitalopram, paroxetine, sertraline, and fluvoxamine, are a group of structurally unrelated molecules that share a similar mechanism of action. While their primary mechanism of action is similar, each SSRI has unique pharmacokinetics, pharmacodynamics, and side effect profile. One of the more controversial adverse effects of SSRIs is the black box warning for increased risk of suicidality in children and young adults aged 18-24. There is a lack of understanding of the complexities and interactions between SSRIs in the developing brain of a young person with depression. Adults, who do not have certain risk factors, which could be confounding factors, do not seem to carry this increased risk of suicidality. Ultimately, when prescribing SSRIs to any patient, a risk-benefit analysis must factor in the potential treatment effects, adverse effects, and dangers of the illness to be treated. The aim of this review is to educate clinicians on potential adverse effects of SSRIs.",literature_review,2021,https://pmc.ncbi.nlm.nih.gov/articles/PMC8395812/,Selective Serotonin Reuptake Inhibitors and Adverse Effects: A Narrative Review
"Background: Botulinum toxin treatment is the most frequently performed noninvasive cosmetic procedure performed in the USA. Because of its widespread use, an analysis of the adverse event (AE) profile of Botox injections is needed. Methods: The FDA Adverse Event Report System was queried using an online web-based tool to determine the top 15 adverse events reported for four Botox brand names: Botox/Botox Cosmetic, Dysport, and Xeomin. The proportional reporting ratios (PRR) and relative odds ratios (ROR) were determined. A literature review was performed for eight AEs of clinical significance: eyelid/eyebrow ptosis, asthenia, muscular weakness, facial paresis, dysphagia, botulism, and death. Results: Botox/Botox Cosmetic had 38367 AEs. Dysport had 3582 AEs. Xeomin had 1405 AEs. All drugs with reported cases of eyelid and eyebrow ptosis had significant PRR and ROR values. The PRR and ROR values for asthenia were not significant in any of the drugs and only reached significance for Dysport for muscular weakness and dysphagia. Both Botox/Botox Cosmetic and Dysport had elevated PRRs and RORs for facial paresis and botulism. While all drugs had at least one reported case of death related to Botox injection use, none of the PRR or ROR values were significant. Conclusion: Known AEs for Botox injection use include eyelid/brow ptosis and muscular weakness. Feared but rare complications of Botox injection use include dysphagia, botulism, and possibly death, owing to systemic spread of the toxin. This is the first study to analyze the AE data reported to the FDA on Botox injection use.",literature_review,2021,https://pubmed.ncbi.nlm.nih.gov/33128076/,Adverse Events Associated With Botox as Reported in a Food and Drug Administration Database
"Background: Botulinum toxin A (botulinum toxin A) was found to provide a wide variety of therapeutic and aesthetic benefits as one of the most potent toxins in the world. Injectable remedies, including soft tissue fillers and botulinum toxin, have become very common in wrinkling and face rejuvenation management. While these methods of treatment are relatively safe, serious side effects can occur. In this review, the complications of BoNTA are highlighted. Methods: A literature research considered published journal articles (clinical trials or scientific reviews). Electronic databases (PubMed, Scopus, Science Direct) were searched using key terms, and for identification of additional relevant studies, reference lists have also been examined. Only articles published in English were included in this review with a time restriction from 2000 to 2020. Results: There are various injection-related adverse effects associated (AE) with botulinum toxins such as erythema, oedema, pain, ptosis of eyelid or brow and ecchymosis. The overall majority of adverse events identified are mild and temporary. Conclusion: As the use of toxins becomes increasingly more common, adverse events can be expected to increase as well. The practitioners need to be aware of such AEs, and the patients should be informed of these before undertaking such procedures.",literature_review,2021,https://pubmed.ncbi.nlm.nih.gov/33051718/,A Review of Complications Due to the Use of Botulinum Toxin A for Cosmetic Indications
"This review discusses the clinical and preclinical evidence supporting botulinum neurotoxin type A (BoNT/A) therapy as a potential treatment for major depressive disorder (MDD). It explores the mechanisms by which BoNT/A may exert antidepressant effects, including facial feedback, social feedback, and neurobiological changes such as upregulation of brain-derived neurotrophic factor (BDNF) levels. The review highlights the need for further research to clarify the therapeutic mechanisms and efficacy of BoNT/A in treating depression.",literature_review,2021,https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2021.584416/full,Botulinum Neurotoxin Therapy for Depression - Frontiers
"Cognitive behavioral therapy (CBT) is one of the most evidence-based psychological interventions for the treatment of several psychiatric disorders such as depression, anxiety disorders, somatoform disorder, and substance use disorder. The uses are recently extended to psychotic disorders, behavioral medicine, marital discord, stressful life situations, and many other clinical conditions. A sufficient number of researches have been conducted and shown the efficacy of CBT in depressive disorders.",literature_review,2020,https://pmc.ncbi.nlm.nih.gov/articles/PMC7001356/,Cognitive Behavioral Therapy for Depression - PMC
"Ivermectin is a macrolide antiparasitic drug with a 16-membered ring that is widely used for the treatment of many parasitic diseases such as river blindness, elephantiasis and scabies. Recently, ivermectin has been reported to inhibit the proliferation of several tumor cells by regulating multiple signaling pathways. This suggests that ivermectin may be an anticancer drug with great potential. Here, we reviewed the related mechanisms by which ivermectin inhibited the development of different cancers and promoted programmed cell death and discussed the prospects for the clinical application of ivermectin as an anticancer drug for neoplasm therapy.",literature_review,2020,https://pmc.ncbi.nlm.nih.gov/articles/PMC7505114/,"Ivermectin, a potential anticancer drug derived from an antiparasitic drug"
"Treatment with botulinum toxin is widely viewed as safe, effective and largely devoid of serious side effects. There are two classes of Botox-related adverse events - transient and benign events, and potentially serious events. The aim of this study was to provide an overview of Botox-related side effects and advise potential management and preventive strategies. Benign side effects are well-localized, reversible and self-limited complications which develop within a few days of the injection, and they usually disappear without any treatment. The aesthetic and functional adverse effects are associated with different muscle responses to botulinum toxin or with misplacement of botulinum toxin. The serious events are sequelae due to the systemic spread of toxin leading to botulism.",literature_review,2020,https://pubmed.ncbi.nlm.nih.gov/33603602/,The whole truth about botulinum toxin - a review - PubMed
